 number of core fcc atoms:           0
  
 number of shell fcc atoms:           0
  
 number of core hcp atoms:           0
  
 number of shell hcp atoms:           0
  
 number of core bcc atoms:           0
  
 number of shell bcc atoms:           0
  
 number of core ICO atoms:           0
  
 number of shell ICO atoms:           0
  
 number of crystalline atoms:           0
  
 number of amorphous atoms:        5000
 i:	cp1:	neib:
        2483	           0	          12
        2484	           0	          12
        2485	           0	          14
        2486	           0	          11
        2487	           0	          11
        2488	           0	          12
        2489	           0	          15
        2490	           0	          13
        2491	           0	          15
        2492	           0	          14
        2493	           0	          13
        2494	           0	          14
        2495	           0	          12
        2496	           0	          14
        2497	           0	          14
        2498	           0	          12
        2499	           0	          14
        2500	           0	          12
        2501	           0	          13
        2502	           0	          13
        2503	           0	          13
        2504	           0	          13
        2505	           0	          14
        2506	           0	          13
        2507	           0	          13
        2508	           0	          14
        2509	           0	          13
        2510	           0	          14
        2511	           0	          13
        2512	           0	          10
        2513	           0	          14
        2514	           0	          12
        2515	           0	          12
        2516	           0	          13
        2517	           0	          13
        2518	           0	          14
        2519	           0	          13
        2520	           0	          14
        2521	           0	          14
        2522	           0	          14
        2523	           0	          13
        2524	           0	          11
        2525	           0	          13
        2526	           0	          13
        2527	           0	          12
        2528	           0	          13
        2529	           0	          12
        2530	           0	          15
        2531	           0	          14
        2532	           0	          12
        2533	           0	          14
        2534	           0	          14
        2535	           0	          14
        2536	           0	          13
        2537	           0	          13
        2538	           0	          14
        2539	           0	          13
        2540	           0	          12
        2541	           0	          12
        2542	           0	          10
        2543	           0	          13
        2544	           0	          12
        2545	           0	          14
        2546	           0	          14
        2547	           0	          13
        2548	           0	          12
        2549	           0	          14
        2550	           0	          12
        2551	           0	          13
        2552	           0	          13
        2553	           0	          14
        2554	           0	          13
        2555	           0	          13
        2556	           0	          13
        2557	           0	          13
        2558	           0	          11
        2559	           0	          13
        2560	           0	          14
        2561	           0	          13
        2562	           0	          14
        2563	           0	          14
        2564	           0	          13
        2565	           0	          12
        2566	           0	          13
        2567	           0	          12
        2568	           0	          12
        2569	           0	          13
        2570	           0	          14
        2571	           0	          13
        2572	           0	          13
        2573	           0	          15
        2574	           0	          14
        2575	           0	          15
        2576	           0	          12
        2577	           0	          11
        2578	           0	          14
        2579	           0	          14
        2580	           0	          13
        2581	           0	          13
        2582	           0	          12
        2583	           0	          13
        2584	           0	          13
        2585	           0	          14
        2586	           0	          11
        2587	           0	          13
        2588	           0	          13
        2589	           0	          16
        2590	           0	          14
        2591	           0	          13
        2592	           0	          14
        2593	           0	          11
        2594	           0	          14
        2595	           0	          14
        2596	           0	          14
        2597	           0	          11
        2598	           0	          12
        2599	           0	          15
        2600	           0	          13
        2601	           0	          12
        2602	           0	          14
        2603	           0	          14
        2604	           0	          13
        2605	           0	          12
        2606	           0	          13
        2607	           0	          15
        2608	           0	          13
        2609	           0	          13
        2610	           0	          11
        2611	           0	          13
        2612	           0	          13
        2613	           0	          14
        2614	           0	          13
        2615	           0	          13
        2616	           0	          14
        2617	           0	          10
        2618	           0	          11
        2619	           0	          13
        2620	           0	          15
        2621	           0	          15
        2622	           0	          15
        2623	           0	          13
        2624	           0	          13
        2625	           0	          12
        2626	           0	          12
        2627	           0	          11
        2628	           0	          14
        2629	           0	          11
        2630	           0	          13
        2631	           0	          13
        2632	           0	          12
        2633	           0	          13
        2634	           0	          13
        2635	           0	          12
        2636	           0	          16
        2637	           0	          14
        2638	           0	          13
        2639	           0	          11
        2640	           0	          15
        2641	           0	          13
        2642	           0	          13
        2643	           0	          13
        2644	           0	          13
        2645	           0	          12
        2646	           0	          15
        2647	           0	          13
        2648	           0	          14
        2649	           0	          12
        2650	           0	          13
        2651	           0	          12
        2652	           0	          14
        2653	           0	          11
        2654	           0	          13
        2655	           0	          13
        2656	           0	          13
        2657	           0	          15
        2658	           0	          14
        2659	           0	          12
        2660	           0	          14
        2661	           0	          12
        2662	           0	          11
        2663	           0	          11
        2664	           0	          13
        2665	           0	          11
        2666	           0	          12
        2667	           0	          10
        2668	           0	          15
        2669	           0	          14
        2670	           0	          14
        2671	           0	          13
        2672	           0	          11
        2673	           0	          13
        2674	           0	          14
        2675	           0	          12
        2676	           0	          13
        2677	           0	          12
        2678	           0	          13
        2679	           0	          13
        2680	           0	          14
        2681	           0	          13
        2682	           0	          14
        2683	           0	          12
        2684	           0	          12
        2685	           0	          13
        2686	           0	          14
        2687	           0	          12
        2688	           0	          14
        2689	           0	          12
        2690	           0	          13
        2691	           0	          13
        2692	           0	          12
        2693	           0	          14
        2694	           0	          11
        2695	           0	          13
        2696	           0	          13
        2697	           0	          13
        2698	           0	          13
        2699	           0	          12
        2700	           0	          14
        2701	           0	          13
        2702	           0	          13
        2703	           0	          14
        2704	           0	          13
        2705	           0	          13
        2706	           0	          14
        2707	           0	          14
        2708	           0	          13
        2709	           0	          14
        2710	           0	          13
        2711	           0	          12
        2712	           0	          13
        2713	           0	          14
        2714	           0	          12
        2715	           0	          13
        2716	           0	          13
        2717	           0	          12
        2718	           0	          13
        2719	           0	          13
        2720	           0	          14
        2721	           0	          12
        2722	           0	          14
        2723	           0	          13
        2724	           0	          14
        2725	           0	          12
        2726	           0	          12
        2727	           0	          16
        2728	           0	          12
        2729	           0	          14
        2730	           0	          14
        2731	           0	          13
        2732	           0	          14
        2733	           0	          13
        2734	           0	          13
        2735	           0	          15
        2736	           0	          12
        2737	           0	          14
        2738	           0	          12
        2739	           0	          14
        2740	           0	          12
        2741	           0	          11
        2742	           0	          13
        2743	           0	          13
        2744	           0	          12
        2745	           0	          15
        2746	           0	          14
        2747	           0	          11
        2748	           0	          14
        2749	           0	          13
        2750	           0	          13
        2751	           0	          15
        2752	           0	          14
        2753	           0	          13
        2754	           0	          13
        2755	           0	          12
        2756	           0	          14
        2757	           0	          13
        2758	           0	          12
        2759	           0	          13
        2760	           0	          16
        2761	           0	          13
        2762	           0	          14
        2763	           0	          13
        2764	           0	          12
        2765	           0	          12
        2766	           0	          12
        2767	           0	          12
        2768	           0	          14
        2769	           0	          14
        2770	           0	          13
        2771	           0	          13
        2772	           0	          13
        2773	           0	          11
        2774	           0	          11
        2775	           0	          14
        2776	           0	          16
        2777	           0	          14
        2778	           0	          13
        2779	           0	          14
        2780	           0	          14
        2781	           0	          13
        2782	           0	          14
        2783	           0	          14
        2784	           0	          13
        2785	           0	          13
        2786	           0	          13
        2787	           0	          12
        2788	           0	          13
        2789	           0	          15
        2790	           0	          14
        2791	           0	          13
        2792	           0	          13
        2793	           0	          15
        2794	           0	          12
        2795	           0	          12
        2796	           0	          12
        2797	           0	          13
        2798	           0	          13
        2799	           0	          12
        2800	           0	          13
        2801	           0	          14
        2802	           0	          13
        2803	           0	          13
        2804	           0	          14
        2805	           0	          13
        2806	           0	          14
        2807	           0	          12
        2808	           0	          13
        2809	           0	          15
        2810	           0	          12
        2811	           0	          12
        2812	           0	          12
        2813	           0	          13
        2814	           0	          12
        2815	           0	          11
        2816	           0	          13
        2817	           0	          15
        2818	           0	          12
        2819	           0	          13
        2820	           0	          14
        2821	           0	          14
        2822	           0	          12
        2823	           0	          12
        2824	           0	          13
        2825	           0	          12
        2826	           0	          14
        2827	           0	          15
        2828	           0	          12
        2829	           0	          13
        2830	           0	          13
        2831	           0	          13
        2832	           0	          14
        2833	           0	          15
        2834	           0	          12
        2835	           0	          11
        2836	           0	          15
        2837	           0	          12
        2838	           0	          13
        2839	           0	          13
        2840	           0	          14
        2841	           0	          16
        2842	           0	          13
        2843	           0	          13
        2844	           0	          13
        2845	           0	          15
        2846	           0	          13
        2847	           0	          11
        2848	           0	          12
        2849	           0	          14
        2850	           0	          15
        2851	           0	          13
        2852	           0	          16
        2853	           0	          13
        2854	           0	          14
        2855	           0	          14
        2856	           0	          13
        2857	           0	          14
        2858	           0	          14
        2859	           0	          12
        2860	           0	          12
        2861	           0	          14
        2862	           0	          14
        2863	           0	          13
        2864	           0	          12
        2865	           0	          12
        2866	           0	          13
        2867	           0	          14
        2868	           0	          13
        2869	           0	          13
        2870	           0	          12
        2871	           0	          14
        2872	           0	          15
        2873	           0	          13
        2874	           0	          14
        2875	           0	          12
        2876	           0	          12
        2877	           0	          13
        2878	           0	          13
        2879	           0	          12
        2880	           0	          14
        2881	           0	          15
        2882	           0	          14
        2883	           0	          13
        2884	           0	          12
        2885	           0	          14
        2886	           0	          10
        2887	           0	          14
        2888	           0	          14
        2889	           0	          13
        2890	           0	          12
        2891	           0	          12
        2892	           0	          13
        2893	           0	          12
        2894	           0	          14
        2895	           0	          13
        2896	           0	          14
        2897	           0	          13
        2898	           0	          13
        2899	           0	          13
        2900	           0	          11
        2901	           0	          12
        2902	           0	          13
        2903	           0	          13
        2904	           0	          13
        2905	           0	          14
        2906	           0	          13
        2907	           0	          13
        2908	           0	          15
        2909	           0	          16
        2910	           0	          14
        2911	           0	          13
        2912	           0	          14
        2913	           0	          15
        2914	           0	          13
        2915	           0	          13
        2916	           0	          12
        2917	           0	          13
        2918	           0	          12
        2919	           0	          12
        2920	           0	          15
        2921	           0	          14
        2922	           0	          12
        2923	           0	          13
        2924	           0	          13
        2925	           0	          13
        2926	           0	          11
        2927	           0	          13
        2928	           0	          15
        2929	           0	          13
        2930	           0	          15
        2931	           0	          11
        2932	           0	          12
        2933	           0	          14
        2934	           0	          12
        2935	           0	          12
        2936	           0	          14
        2937	           0	          12
        2938	           0	          13
        2939	           0	          12
        2940	           0	          15
        2941	           0	          12
        2942	           0	          11
        2943	           0	          13
        2944	           0	          15
        2945	           0	          12
        2946	           0	          13
        2947	           0	          14
        2948	           0	          12
        2949	           0	          13
        2950	           0	          12
        2951	           0	          13
        2952	           0	          15
        2953	           0	          13
        2954	           0	          14
        2955	           0	          12
        2956	           0	          13
        2957	           0	          13
        2958	           0	          14
        2959	           0	          13
        2960	           0	          11
        2961	           0	          14
        2962	           0	          12
        2963	           0	          14
        2964	           0	          15
        2965	           0	          12
        2966	           0	          13
        2967	           0	          13
        2968	           0	          13
        2969	           0	          13
        2970	           0	          12
        2971	           0	          13
        2972	           0	          13
        2973	           0	          13
        2974	           0	          13
        2975	           0	          12
        2976	           0	          13
        2977	           0	          12
        2978	           0	          16
        2979	           0	          13
        2980	           0	          14
        2981	           0	          14
        2982	           0	          12
        2983	           0	          14
        2984	           0	          14
        2985	           0	          14
        2986	           0	          14
        2987	           0	          14
        2988	           0	          13
        2989	           0	          14
        2990	           0	          14
        2991	           0	          14
        2992	           0	          14
        2993	           0	          14
        2994	           0	          13
        2995	           0	          12
        2996	           0	          14
        2997	           0	          11
        2998	           0	          15
        2999	           0	          14
        3000	           0	          14
        3001	           0	          13
        3002	           0	          13
        3003	           0	          15
        3004	           0	          14
        3005	           0	          13
        3006	           0	          13
        3007	           0	          12
        3008	           0	          12
        3009	           0	          14
        3010	           0	          15
        3011	           0	          14
        3012	           0	          13
        3013	           0	          12
        3014	           0	          12
        3015	           0	          14
        3016	           0	          11
        3017	           0	          15
        3018	           0	          13
        3019	           0	          12
        3020	           0	          13
        3021	           0	          12
        3022	           0	          12
        3023	           0	          13
        3024	           0	          16
        3025	           0	          13
        3026	           0	          13
        3027	           0	          12
        3028	           0	          14
        3029	           0	          13
        3030	           0	          13
        3031	           0	          13
        3032	           0	          12
        3033	           0	          13
        3034	           0	          12
        3035	           0	          12
        3036	           0	          13
        3037	           0	          13
        3038	           0	          15
        3039	           0	          13
        3040	           0	          15
        3041	           0	          13
        3042	           0	          12
        3043	           0	          13
        3044	           0	          14
        3045	           0	          12
        3046	           0	          15
        3047	           0	          12
        3048	           0	          13
        3049	           0	          13
        3050	           0	          12
        3051	           0	          13
        3052	           0	          14
        3053	           0	          14
        3054	           0	          12
        3055	           0	          15
        3056	           0	          13
        3057	           0	          12
        3058	           0	          12
        3059	           0	          13
        3060	           0	          13
        3061	           0	          14
        3062	           0	          13
        3063	           0	          13
        3064	           0	          12
        3065	           0	          12
        3066	           0	          13
        3067	           0	          12
        3068	           0	          13
        3069	           0	          13
        3070	           0	          14
        3071	           0	          14
        3072	           0	          14
        3073	           0	          13
        3074	           0	          14
        3075	           0	          13
        3076	           0	          12
        3077	           0	          13
        3078	           0	          13
        3079	           0	          13
        3080	           0	          13
        3081	           0	          13
        3082	           0	          13
        3083	           0	          13
        3084	           0	          13
        3085	           0	          15
        3086	           0	          13
        3087	           0	          14
        3088	           0	          11
        3089	           0	          14
        3090	           0	          12
        3091	           0	          14
        3092	           0	          13
        3093	           0	          13
        3094	           0	          12
        3095	           0	          12
        3096	           0	          12
        3097	           0	          13
        3098	           0	          14
        3099	           0	          14
        3100	           0	          15
        3101	           0	          13
        3102	           0	          14
        3103	           0	          11
        3104	           0	          14
        3105	           0	          11
        3106	           0	          13
        3107	           0	          11
        3108	           0	          15
        3109	           0	          13
        3110	           0	          10
        3111	           0	          12
        3112	           0	          14
        3113	           0	          13
        3114	           0	          12
        3115	           0	          13
        3116	           0	          13
        3117	           0	          12
        3118	           0	          13
        3119	           0	          14
        3120	           0	          14
        3121	           0	          14
        3122	           0	          12
        3123	           0	          14
        3124	           0	          14
        3125	           0	          11
        3126	           0	          15
        3127	           0	          14
        3128	           0	          13
        3129	           0	          14
        3130	           0	          15
        3131	           0	          14
        3132	           0	          12
        3133	           0	          15
        3134	           0	          12
        3135	           0	          13
        3136	           0	          14
        3137	           0	          13
        3138	           0	          11
        3139	           0	          14
        3140	           0	          14
        3141	           0	          13
        3142	           0	          12
        3143	           0	          13
        3144	           0	          14
        3145	           0	          12
        3146	           0	          14
        3147	           0	          13
        3148	           0	          13
        3149	           0	          12
        3150	           0	          12
        3151	           0	          13
        3152	           0	          13
        3153	           0	          14
        3154	           0	          12
        3155	           0	          12
        3156	           0	          12
        3157	           0	          15
        3158	           0	          14
        3159	           0	          13
        3160	           0	          14
        3161	           0	          12
        3162	           0	          11
        3163	           0	          13
        3164	           0	          12
        3165	           0	          12
        3166	           0	          12
        3167	           0	          13
        3168	           0	          13
        3169	           0	          15
        3170	           0	          13
        3171	           0	          12
        3172	           0	          13
        3173	           0	          13
        3174	           0	          15
        3175	           0	          14
        3176	           0	          13
        3177	           0	          13
        3178	           0	          11
        3179	           0	          13
        3180	           0	          15
        3181	           0	          13
        3182	           0	          11
        3183	           0	          13
        3184	           0	          13
        3185	           0	          13
        3186	           0	          14
        3187	           0	          13
        3188	           0	          13
        3189	           0	          13
        3190	           0	          12
        3191	           0	          16
        3192	           0	          15
        3193	           0	          12
        3194	           0	          15
        3195	           0	          13
        3196	           0	          14
        3197	           0	          12
        3198	           0	          13
        3199	           0	          13
        3200	           0	          13
        3201	           0	          14
        3202	           0	          12
        3203	           0	          14
        3204	           0	          14
        3205	           0	          13
        3206	           0	          14
        3207	           0	          12
        3208	           0	          13
        3209	           0	          12
        3210	           0	          14
        3211	           0	          14
        3212	           0	          12
        3213	           0	          13
        3214	           0	          13
        3215	           0	          14
        3216	           0	          12
        3217	           0	          12
        3218	           0	          14
        3219	           0	          11
        3220	           0	          13
        3221	           0	          13
        3222	           0	          14
        3223	           0	          14
        3224	           0	          14
        3225	           0	          12
        3226	           0	          15
        3227	           0	          15
        3228	           0	          13
        3229	           0	          14
        3230	           0	          14
        3231	           0	          12
        3232	           0	          12
        3233	           0	          13
        3234	           0	          13
        3235	           0	          14
        3236	           0	          13
        3237	           0	          15
        3238	           0	          13
        3239	           0	          14
        3240	           0	          14
        3241	           0	          12
        3242	           0	          14
        3243	           0	          12
        3244	           0	          15
        3245	           0	          14
        3246	           0	          15
        3247	           0	          12
        3248	           0	          12
        3249	           0	          14
        3250	           0	          14
        3251	           0	          12
        3252	           0	          11
        3253	           0	          11
        3254	           0	          16
        3255	           0	          13
        3256	           0	          14
        3257	           0	          13
        3258	           0	          15
        3259	           0	          15
        3260	           0	          14
        3261	           0	          12
        3262	           0	          16
        3263	           0	          13
        3264	           0	          15
        3265	           0	          13
        3266	           0	          16
        3267	           0	          16
        3268	           0	          12
        3269	           0	          13
        3270	           0	          13
        3271	           0	          14
        3272	           0	          14
        3273	           0	          12
        3274	           0	          15
        3275	           0	          13
        3276	           0	          12
        3277	           0	          12
        3278	           0	          14
        3279	           0	          13
        3280	           0	          13
        3281	           0	          13
        3282	           0	          12
        3283	           0	          14
        3284	           0	          12
        3285	           0	          15
        3286	           0	          14
        3287	           0	          12
        3288	           0	          13
        3289	           0	          12
        3290	           0	          15
        3291	           0	          14
        3292	           0	          14
        3293	           0	          11
        3294	           0	          12
        3295	           0	          13
        3296	           0	          14
        3297	           0	          12
        3298	           0	          14
        3299	           0	          13
        3300	           0	          13
        3301	           0	          13
        3302	           0	          13
        3303	           0	          13
        3304	           0	          15
        3305	           0	          13
        3306	           0	          12
        3307	           0	          13
        3308	           0	          15
        3309	           0	          14
        3310	           0	          14
        3311	           0	          15
        3312	           0	          12
        3313	           0	          15
        3314	           0	          14
        3315	           0	          12
        3316	           0	          12
        3317	           0	          11
        3318	           0	          12
        3319	           0	          12
        3320	           0	          12
        3321	           0	          12
        3322	           0	          14
        3323	           0	          14
        3324	           0	          13
        3325	           0	          13
        3326	           0	          13
        3327	           0	          14
        3328	           0	          14
        3329	           0	          11
        3330	           0	          13
        3331	           0	          15
        3332	           0	          12
        3333	           0	          14
        3334	           0	          13
        3335	           0	          13
        3336	           0	          14
        3337	           0	          12
        3338	           0	          15
        3339	           0	          15
        3340	           0	          12
        3341	           0	          13
        3342	           0	          16
        3343	           0	          12
        3344	           0	          15
        3345	           0	          12
        3346	           0	          13
        3347	           0	          14
        3348	           0	          13
        3349	           0	          13
        3350	           0	          14
        3351	           0	          12
        3352	           0	          12
        3353	           0	          12
        3354	           0	          14
        3355	           0	          13
        3356	           0	          14
        3357	           0	          14
        3358	           0	          13
        3359	           0	          13
        3360	           0	          15
        3361	           0	          11
        3362	           0	          16
        3363	           0	          12
        3364	           0	          13
        3365	           0	          14
        3366	           0	          13
        3367	           0	          13
        3368	           0	          13
        3369	           0	          14
        3370	           0	          13
        3371	           0	          13
        3372	           0	          12
        3373	           0	          13
        3374	           0	          11
        3375	           0	          10
        3376	           0	          14
        3377	           0	          13
        3378	           0	          14
        3379	           0	          13
        3380	           0	          14
        3381	           0	          15
        3382	           0	          13
        3383	           0	          13
        3384	           0	          13
        3385	           0	          14
        3386	           0	          12
        3387	           0	          14
        3388	           0	          14
        3389	           0	          15
        3390	           0	          11
        3391	           0	          13
        3392	           0	          13
        3393	           0	          13
        3394	           0	          12
        3395	           0	          12
        3396	           0	          15
        3397	           0	          14
        3398	           0	          11
        3399	           0	          13
        3400	           0	          12
        3401	           0	          13
        3402	           0	          11
        3403	           0	          12
        3404	           0	          14
        3405	           0	          13
        3406	           0	          12
        3407	           0	          14
        3408	           0	          14
        3409	           0	          12
        3410	           0	          13
        3411	           0	          14
        3412	           0	          13
        3413	           0	          15
        3414	           0	          14
        3415	           0	          13
        3416	           0	          12
        3417	           0	          14
        3418	           0	          14
        3419	           0	          14
        3420	           0	          14
        3421	           0	          13
        3422	           0	          11
        3423	           0	          13
        3424	           0	          15
        3425	           0	          13
        3426	           0	          13
        3427	           0	          13
        3428	           0	          14
        3429	           0	          13
        3430	           0	          14
        3431	           0	          13
        3432	           0	          13
        3433	           0	          13
        3434	           0	          12
        3435	           0	          13
        3436	           0	          11
        3437	           0	          14
        3438	           0	          12
        3439	           0	          13
        3440	           0	          13
        3441	           0	          12
        3442	           0	          12
        3443	           0	          13
        3444	           0	          10
        3445	           0	          15
        3446	           0	          15
        3447	           0	          14
        3448	           0	          13
        3449	           0	          14
        3450	           0	          13
        3451	           0	          12
        3452	           0	          13
        3453	           0	          12
        3454	           0	          12
        3455	           0	          13
        3456	           0	          13
        3457	           0	          12
        3458	           0	          11
        3459	           0	          13
        3460	           0	          13
        3461	           0	          15
        3462	           0	          11
        3463	           0	          14
        3464	           0	          12
        3465	           0	          14
        3466	           0	          12
        3467	           0	          14
        3468	           0	          13
        3469	           0	          12
        3470	           0	          13
        3471	           0	          14
        3472	           0	          15
        3473	           0	          12
        3474	           0	          13
        3475	           0	          14
        3476	           0	          12
        3477	           0	          12
        3478	           0	          15
        3479	           0	          13
        3480	           0	          11
        3481	           0	          13
        3482	           0	          13
        3483	           0	          13
        3484	           0	          15
        3485	           0	          11
        3486	           0	          13
        3487	           0	          15
        3488	           0	          14
        3489	           0	          13
        3490	           0	          13
        3491	           0	          14
        3492	           0	          15
        3493	           0	          14
        3494	           0	          12
        3495	           0	          13
        3496	           0	          12
        3497	           0	          13
        3498	           0	          13
        3499	           0	          12
        3500	           0	          13
        3501	           0	          12
        3502	           0	          14
        3503	           0	          11
        3504	           0	          13
        3505	           0	          12
        3506	           0	          14
        3507	           0	          12
        3508	           0	          11
        3509	           0	          15
        3510	           0	          13
        3511	           0	          12
        3512	           0	          14
        3513	           0	          12
        3514	           0	          12
        3515	           0	          13
        3516	           0	          11
        3517	           0	          13
        3518	           0	          13
        3519	           0	          13
        3520	           0	          14
        3521	           0	          14
        3522	           0	          13
        3523	           0	          13
        3524	           0	          13
        3525	           0	          14
        3526	           0	          15
        3527	           0	          13
        3528	           0	          13
        3529	           0	          13
        3530	           0	          14
        3531	           0	          14
        3532	           0	          13
        3533	           0	          14
        3534	           0	          13
        3535	           0	          13
        3536	           0	          15
        3537	           0	          13
        3538	           0	          13
        3539	           0	          15
        3540	           0	          12
        3541	           0	          12
        3542	           0	          13
        3543	           0	          14
        3544	           0	          13
        3545	           0	          13
        3546	           0	          13
        3547	           0	          13
        3548	           0	          13
        3549	           0	          14
        3550	           0	          11
        3551	           0	          12
        3552	           0	          12
        3553	           0	          13
        3554	           0	          12
        3555	           0	          11
        3556	           0	          12
        3557	           0	          13
        3558	           0	          11
        3559	           0	          12
        3560	           0	          12
        3561	           0	          13
        3562	           0	          14
        3563	           0	          13
        3564	           0	          14
        3565	           0	          12
        3566	           0	          12
        3567	           0	          14
        3568	           0	          14
        3569	           0	          12
        3570	           0	          14
        3571	           0	          11
        3572	           0	          15
        3573	           0	          13
        3574	           0	          12
        3575	           0	          11
        3576	           0	          12
        3577	           0	          12
        3578	           0	          13
        3579	           0	          12
        3580	           0	          12
        3581	           0	          14
        3582	           0	          14
        3583	           0	          14
        3584	           0	          12
        3585	           0	          14
        3586	           0	          11
        3587	           0	          15
        3588	           0	          13
        3589	           0	          14
        3590	           0	          13
        3591	           0	          14
        3592	           0	          13
        3593	           0	          13
        3594	           0	          13
        3595	           0	          15
        3596	           0	          12
        3597	           0	          14
        3598	           0	          15
        3599	           0	          13
        3600	           0	          14
        3601	           0	          14
        3602	           0	          12
        3603	           0	          12
        3604	           0	          13
        3605	           0	          14
        3606	           0	          11
        3607	           0	          13
        3608	           0	          12
        3609	           0	          14
        3610	           0	          12
        3611	           0	          14
        3612	           0	          13
        3613	           0	          13
        3614	           0	          13
        3615	           0	          14
        3616	           0	          14
        3617	           0	          13
        3618	           0	          13
        3619	           0	          12
        3620	           0	          13
        3621	           0	          12
        3622	           0	          13
        3623	           0	          14
        3624	           0	          13
        3625	           0	          14
        3626	           0	          12
        3627	           0	          13
        3628	           0	          13
        3629	           0	          14
        3630	           0	          12
        3631	           0	          12
        3632	           0	          12
        3633	           0	          14
        3634	           0	          12
        3635	           0	          14
        3636	           0	          13
